K,date,tickers,weight method 1,weight method 2
11,2010-07-06,CHTR,0.0018009424490082527,0.11140921142433619
11,2010-07-06,CVX,0.11883550541297566,0.07319369023632388
11,2010-07-06,DUK,0.019277383289498393,0.2026060937491016
11,2010-07-06,GILD,0.010668760893105318,1.4587303651927754e-07
11,2010-07-06,HON,0.405750694297208,0.15209675558930064
11,2010-07-06,KO,0.06908926073400055,0.09615532392288688
11,2010-07-06,MA,0.02783608586728739,1.6186336095092848e-07
11,2010-07-06,UNH,0.005810747703174874,0.0005683793238112664
11,2010-10-06,AMZN,0.06098466545303622,0.1743151263280557
11,2010-10-06,CHTR,0.0008046024676825192,7.99547251123772e-08
11,2010-10-06,CVX,0.13286885034505672,0.35843617391536636
11,2010-10-06,HD,0.04306959714718527,0.09823830045131465
11,2010-10-06,MSFT,0.09697218663227294,0.1012414856140963
11,2010-10-06,NFLX,0.010853853307129452,0.012099587325435587
11,2010-10-06,RTX,0.22339016808386294,0.09218702679731562
11,2010-10-06,SO,0.025996303998598133,0.12205522639467001
11,2010-10-06,TSLA,0.004449904167018063,4.9744165039654255e-05
11,2010-10-06,V,0.016716178843631333,6.97214352312115e-08
11,2010-10-06,WFC,0.38389368955452635,0.041377179332592245
11,2011-01-06,AAPL,0.19469347495187145,0.22131823799642542
11,2011-01-06,AVGO,0.001571207586458058,0.03763396598083284
11,2011-01-06,CAT,0.0839675560679381,0.13338626618918312
11,2011-01-06,COP,0.12704197374013151,0.11097726255638093
11,2011-01-06,JPM,0.2604006254544656,0.17571261284651296
11,2011-01-06,MA,0.025511934537317406,3.975274386905349e-09
11,2011-01-06,MRK,0.06495264687226794,3.407670378536821e-09
11,2011-01-06,NFLX,0.01905044308778381,0.05796044048917744
11,2011-01-06,NVDA,0.022096006929487492,0.0824665040592608
11,2011-01-06,ORCL,0.030181952102559216,0.11299725357527131
11,2011-01-06,RTX,0.17053217866971954,0.06754744892401358
11,2011-04-06,AMZN,0.07676814207465164,0.01990267278695336
11,2011-04-06,CL,0.044899014142166876,4.464589538817317e-06
11,2011-04-06,HD,0.058218607738217514,0.06119562138397409
11,2011-04-06,JPM,0.18800708907541297,0.14733392807094167
11,2011-04-06,MSFT,0.08630952695200303,3.1656725333719976e-07
11,2011-04-06,NEE,0.025386315028381935,0.09481971809158588
11,2011-04-06,RTX,0.31632867509051293,0.2187981671656404
11,2011-04-06,TMUS,0.02550431732269755,0.13900310984433353
11,2011-04-06,UPS,0.08781000236975027,1.2554065916059519e-06
11,2011-04-06,V,0.03398420361531555,0.059472579766248555
11,2011-04-06,XOM,0.05678410659088971,0.2594681663269343
11,2011-07-06,AAPL,0.17150794781197568,0.20110353909321063
11,2011-07-06,CMCSA,0.09207486662716491,0.060371492461262326
11,2011-07-06,CVX,0.09105674303764084,2.9321741960490998e-05
11,2011-07-06,HD,0.05321717447522298,0.00042033294684811016
11,2011-07-06,JPM,0.16799922553094543,4.4670486606523e-06
11,2011-07-06,MA,0.015787978553688638,0.13511283943209004
11,2011-07-06,MMM,0.21885362927857932,0.15703048877217074
11,2011-07-06,MRK,0.08160478072793263,0.16185059948910901
11,2011-07-06,NEE,0.03532870068481366,0.17575197873311107
11,2011-07-06,UNH,0.014461645089349162,0.10738040883560707
11,2011-07-06,UPS,0.058107308182686564,0.0009445314459666735
11,2011-10-06,BLK,0.09684236622799061,
11,2011-10-06,GD,0.06495019606067912,
11,2011-10-06,HON,0.12567402374239137,
11,2011-10-06,JPM,0.15319850843109756,
11,2011-10-06,NEE,0.04928828408049805,2.393769333955732e-06
11,2011-10-06,NFLX,0.020832373989849197,
11,2011-10-06,PEP,0.009856592452754758,
11,2011-10-06,QCOM,0.27932810665377056,2.9514497409520394e-06
11,2011-10-06,TMUS,0.001407095529019802,
11,2011-10-06,WBA,0.005059133759960839,
11,2011-10-06,XOM,0.19356331907198832,0.9998476067992732
11,2012-01-06,AMZN,0.03329812690617985,0.025144771606473534
11,2012-01-06,BIIB,0.003542343342983341,0.08021824786026632
11,2012-01-06,DUK,0.03336532894664537,3.577842703611912e-06
11,2012-01-06,GILD,0.006272716548176325,0.0485917365905887
11,2012-01-06,HD,0.030453667521819768,0.2668658321594024
11,2012-01-06,JPM,0.19211846358169524,0.14991373380927822
11,2012-01-06,NFLX,0.016418816512793213,0.0007122643655453559
11,2012-01-06,RTX,0.21750564059963845,8.244042521550975e-06
11,2012-01-06,TXN,0.1524291741324085,0.012306957870481966
11,2012-01-06,UPS,0.17375960659818576,0.2610948450812138
11,2012-01-06,XOM,0.1408361153094742,0.15513978877151313
11,2012-04-05,ADBE,0.06367059360538187,0.11230758846100847
11,2012-04-05,CHTR,0.023154433134114593,0.09678045693951688
11,2012-04-05,HD,0.20796884354965078,0.5828607451082647
11,2012-04-05,HON,0.1425041003062969,7.374942502048941e-07
11,2012-04-05,LLY,0.03473334410875636,1.3777347224777333e-07
11,2012-04-05,MA,0.014871679257719489,0.06748216447519173
11,2012-04-05,MMM,0.09950762553992812,0.02184332304221101
11,2012-04-05,MS,0.21050536024569808,0.06837531543942645
11,2012-04-05,NEE,0.02439526031491655,0.03953347759076314
11,2012-04-05,T,0.03757140266550543,0.010815914530848477
11,2012-04-05,XOM,0.1411173572720318,1.3914504332543354e-07
11,2012-07-06,ADBE,0.11702294224636255,0.12853274001229612
11,2012-07-06,AXP,0.11545381958807248,0.2656458585837734
11,2012-07-06,C,0.11987298312213217,0.002252189226779439
11,2012-07-06,CL,0.03444472594992118,0.09357777846275188
11,2012-07-06,EXC,0.004489797205107464,7.707401042011041e-07
11,2012-07-06,F,0.02636542215708469,6.805253450244727e-05
11,2012-07-06,KO,0.12032691563028931,0.11355861693991479
11,2012-07-06,MA,0.2237055273545338,0.12642860834245875
11,2012-07-06,MMM,0.16988379178058363,0.10425863920977801
11,2012-07-06,T,0.036840067181538996,0.07692783252021759
11,2012-07-06,WMT,0.031594007784373664,0.08874891342743865
11,2012-10-05,AMZN,0.27291166586678506,2.3799275421688623e-05
11,2012-10-05,C,0.14659557255672148,0.37351348063127654
11,2012-10-05,CL,0.09832289166480901,1.321177509875271e-07
11,2012-10-05,FB,0.01961297105432833,1.5278936272910965e-08
11,2012-10-05,MA,0.02615048683624807,2.2788342107608883e-07
11,2012-10-05,MMM,0.1130412070092664,2.4147982665464595e-07
11,2012-10-05,MRK,0.06546250671154456,0.4302227217809182
11,2012-10-05,NEE,0.02369373111790642,8.858148003004209e-07
11,2012-10-05,QCOM,0.05611752985493557,0.19623796497855642
11,2012-10-05,T,0.03492535197737132,4.2449912181485036e-07
11,2012-10-05,WFC,0.1431660853500838,1.0625992579691183e-07
11,2013-01-07,CMCSA,0.056641612345705084,0.1955631080049488
11,2013-01-07,EMR,0.06519622310289777,0.1690306388958007
11,2013-01-07,FB,0.029005188993532903,0.05277450077948444
11,2013-01-07,GD,0.03829153503030528,0.04435099267356667
11,2013-01-07,IBM,0.05512044818369865,0.11161693840960138
11,2013-01-07,JPM,0.09865370834260684,0.13386213710848086
11,2013-01-07,MA,0.2539314446261969,0.17677074233476534
11,2013-01-07,SBUX,0.0179688533645179,0.02467147046957266
11,2013-01-07,SO,0.012951590666645321,0.02769604114672209
11,2013-01-07,TMUS,0.0015407984050860354,0.0032062459046341626
11,2013-01-07,XOM,0.37069859693880736,0.06045718427239782
11,2013-04-05,ADBE,0.0453096963850021,
11,2013-04-05,BKNG,0.06273635912982616,
11,2013-04-05,DIS,0.1357796418324179,
11,2013-04-05,GS,0.13174623344350025,
11,2013-04-05,MA,0.050110178445416466,
11,2013-04-05,MET,0.3170345866156142,
11,2013-04-05,MO,0.02446271381064507,
11,2013-04-05,PFE,0.09798923028809235,
11,2013-04-05,RTX,0.07592283127231932,
11,2013-04-05,SO,0.013763887592210469,
11,2013-04-05,T,0.04514464118495567,
11,2013-07-05,BLK,0.13484556796256533,4.900660071200519e-05
11,2013-07-05,BRK-B,0.16970184594833176,0.47143534872862375
11,2013-07-05,CL,0.17806227372671166,0.00022347395101476918
11,2013-07-05,CSCO,0.015416272776241226,0.06592827648550274
11,2013-07-05,CVX,0.22874604404669951,0.25901840132782983
11,2013-07-05,GE,0.04297701270419115,0.05856910619476928
11,2013-07-05,GILD,0.03166660812219676,0.01641485909862918
11,2013-07-05,HON,0.12107492036397899,0.010825709493879308
11,2013-07-05,SO,0.06499941945312482,0.0613380464410808
11,2013-07-05,TMUS,0.0020591441684315896,0.005152950323125809
11,2013-07-05,TSLA,0.010450890727527166,0.05104482135483153
11,2013-10-07,AMZN,0.08013306297837455,0.12963888195825726
11,2013-10-07,BRK-B,0.10382823291313203,3.845475225874645e-06
11,2013-10-07,CL,0.1085573949472614,0.05225489518178502
11,2013-10-07,GD,0.05665358235193972,0.2838725683281818
11,2013-10-07,GM,0.21277103515020207,2.7937622922820544e-05
11,2013-10-07,MMM,0.15737739461466396,0.40167534955567125
11,2013-10-07,MS,0.14683699695309477,0.03277982349410693
11,2013-10-07,MSFT,0.033829345571518975,0.031080501811576698
11,2013-10-07,SO,0.041913496758897176,9.779089911456334e-07
11,2013-10-07,T,0.02805023377772032,1.066502528265182e-06
11,2013-10-07,TSLA,0.03004922398319502,0.06866415216075476
11,2014-01-06,BKNG,0.21388505577706737,
11,2014-01-06,BLK,0.10901864153999755,2.5781098987549266e-06
11,2014-01-06,GD,0.10450323906363597,
11,2014-01-06,LOW,0.016006379437114512,
11,2014-01-06,ORCL,0.05092798134824867,0.9998673255776953
11,2014-01-06,PEP,0.10837730780396378,
11,2014-01-06,SO,0.014857653194308531,
11,2014-01-06,TSLA,0.027506914983590952,
11,2014-01-06,UNH,0.038708842571783524,
11,2014-01-06,VZ,0.04207963489597841,
11,2014-01-06,WFC,0.27412834938431063,
11,2014-04-07,AAPL,0.11113831666846738,
11,2014-04-07,BKNG,0.20628469802996166,
11,2014-04-07,BLK,0.16739769027893137,
11,2014-04-07,CL,0.03592801105546159,
11,2014-04-07,DHR,0.12973230850198492,
11,2014-04-07,HON,0.09443245987065378,
11,2014-04-07,LOW,0.019495798909798197,
11,2014-04-07,MET,0.14212653096134603,
11,2014-04-07,PM,0.01702348241816979,
11,2014-04-07,SO,0.013113359037384767,
11,2014-04-07,VZ,0.06332734426784059,
11,2014-07-07,BLK,0.13209633229396572,
11,2014-07-07,CL,0.0450319695285047,
11,2014-07-07,CVX,0.05981031007551597,
11,2014-07-07,DUK,0.019661984773796912,
11,2014-07-07,FB,0.15915384442654598,
11,2014-07-07,GOOG,0.07547123300457315,
11,2014-07-07,HD,0.13173284723640863,
11,2014-07-07,HON,0.19507784332707281,
11,2014-07-07,MA,0.12289111937817,
11,2014-07-07,T,0.03330742117592781,
11,2014-07-07,WMT,0.025765094779518247,
11,2014-10-06,AXP,0.2425274228663362,1.756062439155952e-05
11,2014-10-06,C,0.07004385673786848,0.29521638927536303
11,2014-10-06,GOOGL,0.1918879152001716,0.15105508160440123
11,2014-10-06,LOW,0.03510196046655864,0.10051353826122482
11,2014-10-06,MMM,0.20861376531985318,0.000837997184439796
11,2014-10-06,MO,0.041386669085161934,0.19999081115686343
11,2014-10-06,SO,0.014846709276281981,0.11547697291812561
11,2014-10-06,TMUS,0.011760675120413235,0.02436886188490536
11,2014-10-06,TSLA,0.046037971986301954,0.0876026013057723
11,2014-10-06,WFC,0.07676194158361811,0.009234321462223503
11,2014-10-06,XOM,0.06103111235743466,0.015685864322299473
11,2015-01-06,CL,0.060973126994107466,0.0701908679699326
11,2015-01-06,GOOG,0.11999493210575969,1.4154518733720204e-05
11,2015-01-06,HON,0.13963504322718684,0.09700834692079181
11,2015-01-06,NEE,0.027912498039338433,0.13099412175777012
11,2015-01-06,PFE,0.05526262800444484,0.22948618713088578
11,2015-01-06,TMO,0.11585768668714727,0.0652474534374204
11,2015-01-06,TXN,0.0283116720681476,0.14501466930871568
11,2015-01-06,USB,0.32625262607375827,0.11069019332932067
11,2015-01-06,V,0.027064117562988925,0.15104333473301185
11,2015-01-06,VZ,0.04132165531319381,5.052206648612683e-06
11,2015-01-06,XOM,0.05741401392392683,0.00030561868677104684
11,2015-04-06,CVX,0.0722209462749351,1.5905508461463015e-06
11,2015-04-06,DUK,0.021335599735355173,2.9649340237676114e-07
11,2015-04-06,GOOG,0.07116683316242886,0.07179348138714117
11,2015-04-06,LOW,0.07221586184858975,0.48237314273816345
11,2015-04-06,MA,0.08537623216139074,2.0270404395855528e-05
11,2015-04-06,MMM,0.28353856767431607,1.463247651398462e-06
11,2015-04-06,MRK,0.04441569769530781,1.4327411980250438e-06
11,2015-04-06,PG,0.09322996920311671,2.489145426664793e-07
11,2015-04-06,TXN,0.09003446023579,0.21800027597999425
11,2015-04-06,VZ,0.03560447357082074,0.22780701356329688
11,2015-04-06,WFC,0.13086135843794905,7.839793630744392e-07
11,2015-07-06,AVGO,0.0325593477108721,0.07807075229048081
11,2015-07-06,C,0.1354143222602812,0.6054888560746287
11,2015-07-06,COP,0.038831573286114515,3.164362502071843e-08
11,2015-07-06,CRM,0.018617709125780098,6.781633349166056e-07
11,2015-07-06,GOOG,0.08691227612283366,3.4417985382918564e-08
11,2015-07-06,HD,0.07347831514753593,4.840117696795819e-08
11,2015-07-06,IBM,0.19019868989115676,2.0892635013721838e-07
11,2015-07-06,MDT,0.14492778415840818,2.8466647842394227e-08
11,2015-07-06,MMM,0.21835764446717268,2.7376741898066002e-08
11,2015-07-06,NEE,0.02445312541484004,4.245261853204075e-08
11,2015-07-06,PM,0.03624921241500485,0.3164392917864209
11,2015-10-06,AXP,0.009827203604276606,0.05502631927033876
11,2015-10-06,CL,0.06744935782562433,0.0619570174475517
11,2015-10-06,CMCSA,0.03454636104516798,0.023875639107692217
11,2015-10-06,COF,0.015608689030147792,0.020660454907166642
11,2015-10-06,CVX,0.03841116673230589,0.05012164014471574
11,2015-10-06,DUK,0.01511520589472611,0.055864967307378534
11,2015-10-06,GOOG,0.041452553480101295,0.08063991714145938
11,2015-10-06,HON,0.3331472961745646,0.31985159029825916
11,2015-10-06,JPM,0.17256547438384087,0.0014804891831088794
11,2015-10-06,PFE,0.119244394620119,0.0010004639388237861
11,2015-10-06,SBUX,0.15263229720912563,0.329521501253546
11,2016-01-06,BMY,0.07925046780988736,0.0676799860977254
11,2016-01-06,CVX,0.03919868689851281,0.058713954599431
11,2016-01-06,DHR,0.08224224424679559,0.06787218334562832
11,2016-01-06,EMR,0.051366481916954594,0.08702204175439296
11,2016-01-06,GOOGL,0.17081836787662585,0.28402240749454016
11,2016-01-06,LOW,0.0641895452557276,0.08669568232072783
11,2016-01-06,MA,0.2660315198123266,0.004420559478859691
11,2016-01-06,NVDA,0.02172525539771353,0.055229582735346644
11,2016-01-06,PEP,0.0695018246096771,0.12095874702288985
11,2016-01-06,SO,0.014033984166515754,0.042545992638767065
11,2016-01-06,WFC,0.1416416220092632,0.12483886251169454
11,2016-04-06,ABT,0.03027276196264016,1.8544397288890158e-07
11,2016-04-06,ADBE,0.09703288347606179,0.12627642694092822
11,2016-04-06,AMGN,0.08299233867165007,0.04424130717684178
11,2016-04-06,AXP,0.006438055999602337,1.0869770952592653e-07
11,2016-04-06,C,0.2156013024023543,2.0259130633397746e-07
11,2016-04-06,CVX,0.0468893315383115,0.02408802239772508
11,2016-04-06,GOOGL,0.2252395504578169,0.10036479970023668
11,2016-04-06,NEE,0.011507484515191211,0.02664519468874628
11,2016-04-06,ORCL,0.17538375217456229,0.4142795323002137
11,2016-04-06,PEP,0.06923442846401451,0.00020733760659557687
11,2016-04-06,T,0.039408110337794955,0.2638968824558716
11,2016-07-06,AMGN,0.18562069444681986,0.05404403575368357
11,2016-07-06,COST,0.016621197298049728,5.310833765142121e-06
11,2016-07-06,DUK,0.01215792669981011,2.0479706618497986e-05
11,2016-07-06,EMR,0.1365506697012174,3.0410628688934275e-06
11,2016-07-06,GOOGL,0.12344297447056435,3.1013084828471595e-06
11,2016-07-06,HD,0.016502995296698287,5.710940227513601e-06
11,2016-07-06,MET,0.21214595160313138,2.6264499055523053e-06
11,2016-07-06,PEP,0.08597140137683511,7.190894829008651e-06
11,2016-07-06,T,0.026513729845877795,0.5726335749901719
11,2016-07-06,TSLA,0.01783490961137754,3.1715497544744205e-06
11,2016-07-06,TXN,0.16663754964961855,0.3732717565096874
11,2016-10-06,C,0.1331582839743092,0.1982766396943959
11,2016-10-06,CVS,0.01651046201988808,8.637198319275444e-05
11,2016-10-06,CVX,0.04165249326326644,0.00010636775602859303
11,2016-10-06,DUK,0.033709335921332795,0.0001069757333906332
11,2016-10-06,GM,0.038304278791598645,0.06565643995301189
11,2016-10-06,GOOG,0.0879248085166113,0.443687681822437
11,2016-10-06,IBM,0.11363397887297062,0.14736423966879963
11,2016-10-06,LOW,0.029591683376187387,1.130080354431914e-06
11,2016-10-06,MO,0.16613586779352874,3.8238944171713695e-06
11,2016-10-06,TMO,0.28059891404805487,0.09718637604657036
11,2016-10-06,UPS,0.05877989342225178,0.047523953367395975
11,2017-01-06,ABT,0.027198510816079477,0.02235316871966395
11,2017-01-06,COP,0.03874538833781099,0.00231065257546491
11,2017-01-06,F,0.042829699883874285,0.022981880662642153
11,2017-01-06,GOOGL,0.29900704061651245,0.1665504877306094
11,2017-01-06,GS,0.17305021598485218,0.27124718071663473
11,2017-01-06,HD,0.05632653555097891,0.06444820622592931
11,2017-01-06,PEP,0.08638929275833761,0.13818745347695374
11,2017-01-06,PFE,0.11849380536654296,0.03521859916450509
11,2017-01-06,SO,0.03283413918679953,0.12853752740589816
11,2017-01-06,TXN,0.07257603496898349,0.12626501228766554
11,2017-01-06,UPS,0.052549336529228156,0.021899831034021242
11,2017-04-06,BAC,0.31016739641126306,3.871670970564355e-10
11,2017-04-06,COP,0.050215223943425306,2.867443594339369e-10
11,2017-04-06,GOOG,0.1430431144425654,3.3167116108011622e-09
11,2017-04-06,HON,0.10713396492578653,2.7809576772486404e-09
11,2017-04-06,MA,0.1127537531012021,0.06817153958354016
11,2017-04-06,PEP,0.05404864082587011,0.19960460668922103
11,2017-04-06,PFE,0.08893786483664494,1.593323041274579e-09
11,2017-04-06,SO,0.014914388688818723,2.461145950870671e-09
11,2017-04-06,TMO,0.024547900131468004,9.975947547265652e-07
11,2017-04-06,TMUS,0.06269875134655938,0.732222843262887
11,2017-04-06,WMT,0.03153900134639642,2.0435377773810074e-09
11,2017-07-06,BAC,0.12755130494331324,5.170814904985416e-07
11,2017-07-06,BLK,0.07762825587357927,0.8708711113655963
11,2017-07-06,CVS,0.07264477552221228,3.8048095694596126e-07
11,2017-07-06,CVX,0.04655855921503066,2.5373041308662765e-07
11,2017-07-06,DUK,0.017717694703927457,7.176961023503629e-07
11,2017-07-06,FB,0.35390539305500107,0.04731047438153655
11,2017-07-06,GD,0.03823344272795524,0.00013549504863826986
11,2017-07-06,GILD,0.0591516712347929,7.843525559431369e-07
11,2017-07-06,MA,0.10801247291091153,0.08167689188610244
11,2017-07-06,PM,0.0458373181464116,3.2423663314859593e-06
11,2017-07-06,VZ,0.05275911166686482,1.3161027627614645e-07
11,2017-10-06,ADBE,0.21402443226789009,
11,2017-10-06,AMGN,0.13366747841393753,
11,2017-10-06,CVS,0.04176529780845372,
11,2017-10-06,DUK,0.031988008815282666,
11,2017-10-06,F,0.047331437710422926,
11,2017-10-06,GOOGL,0.18160326122524517,
11,2017-10-06,JPM,0.1869599028384233,
11,2017-10-06,LOW,0.031432451944149176,
11,2017-10-06,SBUX,0.02770834488027894,
11,2017-10-06,T,0.054790380453750946,
11,2017-10-06,UPS,0.04872900364216552,
11,2018-01-05,CSCO,0.03966844920272388,0.03734945523614544
11,2018-01-05,DUK,0.013076763365564237,5.7253950014444765e-08
11,2018-01-05,GILD,0.08957558661295487,1.7968948533917997e-08
11,2018-01-05,GOOG,0.27387516544315643,0.30518710565900187
11,2018-01-05,HON,0.055724871056223625,3.3668963771643835e-07
11,2018-01-05,JPM,0.18363109216227771,0.07452450631625566
11,2018-01-05,LOW,0.042935241873825664,0.19920777720226437
11,2018-01-05,MA,0.15719607908607783,0.004498720853384858
11,2018-01-05,PEP,0.04722749172515823,0.3792313247517426
11,2018-01-05,UPS,0.05945674784057873,4.146822018092525e-08
11,2018-01-05,XOM,0.037632511631458886,6.566006452530463e-07
11,2018-04-06,AMT,0.003841423616905292,0.12711171381088515
11,2018-04-06,CHTR,0.006140595163768965,7.709300931255179e-08
11,2018-04-06,CSCO,0.2643435879480798,0.45680024562933347
11,2018-04-06,CVX,0.03583570599306626,4.081512801983362e-08
11,2018-04-06,DUK,0.012402789682180134,4.2606949277977505e-08
11,2018-04-06,GE,0.014645055689444107,8.657730945107713e-09
11,2018-04-06,GOOG,0.21260643611320898,1.523126536271389e-06
11,2018-04-06,JPM,0.29250939335482457,0.41608534726072705
11,2018-04-06,KO,0.08343781910278758,1.9324855044821113e-07
11,2018-04-06,PFE,0.07103859966970025,7.733770401257114e-07
11,2018-04-06,SPG,0.0031985936660340946,3.437434473917023e-08
11,2018-07-06,CAT,0.14943697780047846,1.4668443432590766e-08
11,2018-07-06,CMCSA,0.04192428595909902,9.736022139706589e-08
11,2018-07-06,COP,0.038884145295294714,0.161460156344738
11,2018-07-06,CVS,0.03685125662092621,5.989672996012136e-07
11,2018-07-06,DHR,0.1224008456645469,3.346956745185821e-08
11,2018-07-06,JPM,0.11903310557377801,2.066214143086222e-08
11,2018-07-06,LLY,0.03465818286818362,0.3255537597588901
11,2018-07-06,MSFT,0.29327782488901427,0.33858551851629143
11,2018-07-06,NEE,0.012514247103821062,4.429665818682848e-05
11,2018-07-06,PG,0.056518150099159864,2.2163668171034734e-07
11,2018-07-06,V,0.09450097812569803,0.1743552819579099
11,2018-10-05,CAT,0.10792629718338272,5.085463978647979e-06
11,2018-10-05,CMCSA,0.02256226389922166,4.590916456904094e-07
11,2018-10-05,COP,0.023453839544044276,0.05605535630022514
11,2018-10-05,CVS,0.025447144600512187,0.125912673154589
11,2018-10-05,KO,0.055670647397585954,0.00020281463017538578
11,2018-10-05,LOW,0.020013433092496306,0.139663693492719
11,2018-10-05,MRK,0.03409451470593742,0.253260413885879
11,2018-10-05,MS,0.11350307908071187,0.008428436755300358
11,2018-10-05,NEE,0.03452669608495754,0.003187526391492046
11,2018-10-05,PYPL,0.42185550472040606,0.14948742107335222
11,2018-10-05,TMO,0.1409465796907442,0.26379611976099465
11,2019-01-07,AMGN,0.044964569268297595,0.10727887354099401
11,2019-01-07,AMT,0.02209647887635059,0.06978269061903108
11,2019-01-07,EXC,0.020912411998022937,1.233994747177323e-06
11,2019-01-07,GE,0.010925419589185909,0.007209799754253427
11,2019-01-07,HON,0.12786140302624813,1.1633826213871016e-05
11,2019-01-07,JPM,0.12837506373981017,0.10511566181349186
11,2019-01-07,LOW,0.023460012248392465,0.06388081991630108
11,2019-01-07,MDLZ,0.03350669536281071,0.00045661852139516033
11,2019-01-07,MO,0.010703296730769045,3.562815010098666e-06
11,2019-01-07,TMO,0.1240040509156763,0.1419535139403136
11,2019-01-07,V,0.4531905982444362,0.5043055912582792
11,2019-04-05,CVS,0.044971430396274464,1.414365486027182e-08
11,2019-04-05,EXC,0.03814387530324933,0.16671091679988606
11,2019-04-05,GM,0.012246335559853067,3.479314024489705e-07
11,2019-04-05,GOOGL,0.24347315687370644,1.0278176167703376e-07
11,2019-04-05,HON,0.09845149486877902,0.7029906009189018
11,2019-04-05,JPM,0.10497251716586095,1.5511929509282106e-07
11,2019-04-05,KHC,0.004295297758321724,2.881981381985444e-08
11,2019-04-05,MA,0.2573653477107413,0.13029381566894496
11,2019-04-05,MRK,0.062314388205031004,8.841812076140591e-08
11,2019-04-05,PG,0.033960428383487305,3.9036717098543845e-06
11,2019-04-05,TMO,0.09980572777469524,2.5726592340192498e-08
11,2019-07-05,BLK,0.14193467914744284,0.11006957862710683
11,2019-07-05,CL,0.02855551102491132,8.72167951078244e-06
11,2019-07-05,COST,0.05723574945004932,0.16997128795055036
11,2019-07-05,GILD,0.04891638990864788,4.331929429683386e-07
11,2019-07-05,MRK,0.05299715948148673,2.509747768003807e-07
11,2019-07-05,MS,0.1129537843361426,3.8975701852116476e-07
11,2019-07-05,MSFT,0.31435487611133844,0.5043934183784391
11,2019-07-05,NEE,0.01703675807627333,0.13941650336103326
11,2019-07-05,NVDA,0.17551015297365108,7.003438683843321e-08
11,2019-07-05,T,0.025891590349377432,0.07613926191482502
11,2019-07-05,XOM,0.024613349140678975,8.412942154870844e-08
11,2019-10-07,CL,0.055898617690240925,4.516855087406056e-08
11,2019-10-07,DUK,0.026268005743963,0.34615368676482666
11,2019-10-07,GOOG,0.08314442212174325,0.2746994839411589
11,2019-10-07,LOW,0.011845083445727317,0.10182515828646198
11,2019-10-07,MO,0.012290209305139558,3.380042061249867e-08
11,2019-10-07,MRK,0.0350647775391714,1.4790008621206273e-07
11,2019-10-07,MS,0.13873924356527625,1.024131602525585e-07
11,2019-10-07,MSFT,0.3359540300845043,0.07467978585637326
11,2019-10-07,RTX,0.16614372460153015,0.18158758177595197
11,2019-10-07,WBA,0.08519462643091588,0.021053894690570316
11,2019-10-07,XOM,0.04945725947178783,7.940243772040648e-08
11,2020-01-06,AMGN,0.0350251231667519,0.37310400531399274
11,2020-01-06,BLK,0.1568014122101154,0.06618827799638594
11,2020-01-06,GD,0.043460975603478925,1.2042871640472315e-06
11,2020-01-06,HD,0.04482756480374226,0.00011095153428262094
11,2020-01-06,INTC,0.09299117151933167,0.13469021745673065
11,2020-01-06,KO,0.07134603062186762,0.0015249236592950887
11,2020-01-06,MDT,0.04651647602399658,0.0006938567093378928
11,2020-01-06,MS,0.24857594633917932,0.21157211923298788
11,2020-01-06,TGT,0.017098532784498858,0.04684942824237878
11,2020-01-06,V,0.203176257219202,0.12753706149980157
11,2020-01-06,WMT,0.04018050970783546,0.03772795406765614
11,2020-04-06,AAPL,0.17422871187312677,0.13176822503446436
11,2020-04-06,ADBE,0.13402883402044333,0.26565810240545584
11,2020-04-06,BAC,0.169907850867134,2.3695249502862607e-08
11,2020-04-06,COST,0.03655435913306389,1.5118833842254088e-07
11,2020-04-06,CVX,0.02780653879519912,0.00518229100625281
11,2020-04-06,DUK,0.05945191171985005,0.010094831139790733
11,2020-04-06,GILD,0.008897314998444898,0.16978182734744204
11,2020-04-06,GOOGL,0.16694154597728972,4.232632508796379e-07
11,2020-04-06,JNJ,0.06269857981221966,1.317764798250431e-05
11,2020-04-06,LOW,0.06270831221448801,0.07330869284324108
11,2020-04-06,V,0.09677604058874054,0.344192254427697
11,2020-07-06,AMZN,0.18429238623638514,0.29969415125625165
11,2020-07-06,BAC,0.1004630804562664,0.17725824580243862
11,2020-07-06,BIIB,0.004173897958427047,1.1873746350828443e-08
11,2020-07-06,CL,0.03149261757423503,1.581216649338183e-07
11,2020-07-06,EXC,0.04492318515351679,0.08342487401796163
11,2020-07-06,HON,0.16415778075041207,0.043668170337822255
11,2020-07-06,MRK,0.047403333337186604,2.5252776069970218e-08
11,2020-07-06,MSFT,0.3052356267722029,0.2903576105258599
11,2020-07-06,TGT,0.004681667028044996,0.0300350288630405
11,2020-07-06,TXN,0.05333804074594368,3.099951971350821e-07
11,2020-07-06,V,0.05983838398737938,0.07556141395324542
11,2020-10-06,ADBE,0.20910589723419767,0.29143942917352117
11,2020-10-06,CVX,0.02103592082748031,2.4786445503099475e-08
11,2020-10-06,DD,0.03774909362483364,7.765035335935449e-09
11,2020-10-06,JNJ,0.057811591612057275,0.029730017143915703
11,2020-10-06,JPM,0.06694165640112099,0.19669005997637434
11,2020-10-06,MA,0.050120139136687857,5.704680889965759e-07
11,2020-10-06,MDLZ,0.035334514149993716,0.14802812098543072
11,2020-10-06,NVDA,0.41911673438548924,0.2973708212518829
11,2020-10-06,RTX,0.07202099657680651,0.024261000203361676
